Year,state,shape,total duration,mean duration,number of sightings
2006,mn,light,11985.0,1198.5,10
2006,mn,oviod,790.0,263.3333333333333,3
2006,mn,ovoid,180.0,90.0,2
2006,mn,polygonal,2220.0,555.0,4
2006,mn,spherical,70.0,35.0,2
2006,mn,triangular,2284.0,571.0,4
2006,mn,unknown/other,11755.0,1959.1666666666667,6
2006,mo,changing,180.0,180.0,1
2006,mo,circular,2725.0,681.25,4
2006,mo,cylindrical,4225.0,603.5714285714286,7
2006,mo,disk,3000.0,1500.0,2
2006,mo,fireball,14.0,4.666666666666667,3
2006,mo,flash,3.0,3.0,1
2006,mo,formation,1920.0,960.0,2
2006,mo,light,10853.0,775.2142857142857,14
2006,mo,ovoid,440.0,220.0,2
2006,mo,polygonal,630.0,315.0,2
2006,mo,spherical,5580.0,930.0,6
2006,mo,triangular,9484.0,790.3333333333334,12
2006,mo,unknown/other,13478.0,1347.8,10
2006,ms,circular,12.0,12.0,1
2006,ms,cylindrical,60.0,60.0,1
2006,ms,fireball,6.0,6.0,1
2006,ms,light,14700.0,2940.0,5
2006,ms,polygonal,180.0,180.0,1
2006,ms,spherical,660.0,330.0,2
2006,ms,triangular,300.0,300.0,1
2006,ms,unknown/other,2792.0,558.4,5
2006,mt,changing,1350.0,1350.0,1
2006,mt,circular,180.0,180.0,1
2006,mt,disk,45.0,45.0,1
2006,mt,fireball,2175.0,543.75,4
2006,mt,formation,1800.0,1800.0,1
2006,mt,light,2520.0,840.0,3
2006,mt,oviod,1200.0,1200.0,1
2006,mt,ovoid,600.0,600.0,1
2006,mt,polygonal,2714.0,904.6666666666666,3
2006,mt,spherical,1500.0,1500.0,1
2006,mt,unknown/other,2100.0,2100.0,1
2006,nc,changing,4210.0,1403.3333333333333,3
2006,nc,circular,2642.0,440.3333333333333,6
2006,nc,cylindrical,3120.0,1040.0,3
2006,nc,disk,43.0,14.333333333333334,3
2006,nc,fireball,14768.0,2109.714285714286,7
2006,nc,flash,1500.0,1500.0,1
2006,nc,formation,6540.0,2180.0,3
2006,nc,light,4435.0,443.5,10
2006,nc,ovoid,1665.0,333.0,5
2006,nc,polygonal,638.0,212.66666666666666,3
2006,nc,spherical,1258.0,209.66666666666666,6
2006,nc,triangular,6600.0,1320.0,5
2006,nc,unknown/other,7530.0,753.0,10
2006,nd,circular,303.0,151.5,2
2006,nd,flash,20.0,20.0,1
2006,nd,light,23.0,11.5,2
2006,nd,oviod,1680.0,1680.0,1
2006,nd,unknown/other,1800.0,1800.0,1
2006,ne,changing,120.0,120.0,1
2006,ne,fireball,5.0,5.0,1
2006,ne,light,2245.0,280.625,8
2006,ne,ovoid,8406.0,2802.0,3
2006,ne,spherical,980.0,490.0,2
2006,ne,triangular,1325.0,331.25,4
2006,ne,unknown/other,300.0,300.0,1
2006,nh,changing,300.0,300.0,1
2006,nh,circular,3.0,3.0,1
2006,nh,disk,300.0,300.0,1
2006,nh,fireball,10.0,10.0,1
2006,nh,light,630.0,210.0,3
2006,nh,ovoid,4.0,4.0,1
2006,nh,triangular,1200.0,1200.0,1
2006,nh,unknown/other,840.0,420.0,2
2006,nj,circular,1225.0,204.16666666666666,6
2006,nj,cylindrical,1450.0,290.0,5
2006,nj,disk,3290.0,548.3333333333334,6
2006,nj,fireball,123.0,24.6,5
2006,nj,flash,10820.0,5410.0,2
2006,nj,formation,420.0,420.0,1
2006,nj,light,16067.0,1460.6363636363637,11
2006,nj,ovoid,1802.0,901.0,2
2006,nj,polygonal,60.0,60.0,1
2006,nj,spherical,7987.0,1597.4,5
2006,nj,triangular,2100.0,700.0,3
2006,nj,unknown/other,2400.0,266.6666666666667,9
2006,nm,changing,5462.0,1820.6666666666667,3
2006,nm,circular,4700.0,1175.0,4
2006,nm,cylindrical,270.0,90.0,3
2006,nm,disk,3296.0,549.3333333333334,6
2006,nm,fireball,40.0,20.0,2
2006,nm,flash,901.0,450.5,2
2006,nm,formation,240.0,80.0,3
2006,nm,light,5661.0,435.46153846153845,13
2006,nm,ovoid,1203.0,601.5,2
2006,nm,polygonal,10830.0,2707.5,4
2006,nm,spherical,7200.0,7200.0,1
2006,nm,triangular,6315.0,1578.75,4
2006,nm,unknown/other,3616.0,904.0,4
2006,nv,circular,1500.0,750.0,2
2006,nv,cylindrical,125.0,62.5,2
2006,nv,disk,3600.0,3600.0,1
2006,nv,fireball,600.0,600.0,1
2006,nv,formation,1245.0,622.5,2
2006,nv,light,17210.0,2868.3333333333335,6
2006,nv,ovoid,180.0,180.0,1
2006,nv,polygonal,1240.45,248.09,5
2006,nv,spherical,7923.0,1131.857142857143,7
2006,nv,triangular,1380.0,460.0,3
2006,nv,unknown/other,1330.0,266.0,5
2006,ny,changing,1800.0,900.0,2
2006,ny,circular,2115.5,264.4375,8
2006,ny,cylindrical,2680.0,335.0,8
2006,ny,disk,6240.0,2080.0,3
2006,ny,fireball,303.0,151.5,2
2006,ny,flash,10.0,1.6666666666666667,6
2006,ny,formation,4530.0,1510.0,3
2006,ny,light,21862.5,1214.5833333333333,18
2006,ny,oviod,720.0,360.0,2
2006,ny,ovoid,1330.0,443.3333333333333,3
2006,ny,polygonal,6047.0,671.8888888888889,9
2006,ny,spherical,9462.0,946.2,10
2006,ny,triangular,2065.0,187.72727272727272,11
2006,ny,unknown/other,64585.0,2935.681818181818,22
2006,oh,changing,7860.0,1965.0,4
2006,oh,circular,910.0,130.0,7
2006,oh,cylindrical,3240.0,540.0,6
2006,oh,disk,10110.0,1444.2857142857142,7
2006,oh,fireball,6060.0,1010.0,6
2006,oh,flash,180.0,180.0,1
2006,oh,formation,300.0,300.0,1
2006,oh,light,386.0,48.25,8
2006,oh,oviod,600.0,600.0,1
2006,oh,ovoid,1030.0,171.66666666666666,6
2006,oh,polygonal,842.0,168.4,5
2006,oh,spherical,3026.0,605.2,5
2006,oh,triangular,2213.0,316.14285714285717,7
2006,oh,unknown/other,92297.0,5768.5625,16
2006,ok,changing,6000.0,3000.0,2
2006,ok,circular,631.0,210.33333333333334,3
2006,ok,cylindrical,35.0,17.5,2
2006,ok,disk,20.0,20.0,1
2006,ok,fireball,1802.0,600.6666666666666,3
2006,ok,flash,122.0,61.0,2
2006,ok,light,1403.0,175.375,8
2006,ok,ovoid,1260.0,630.0,2
2006,ok,spherical,540.0,540.0,1
2006,ok,triangular,240.0,240.0,1
2006,ok,unknown/other,970.0,323.3333333333333,3
2006,or,changing,3780.0,945.0,4
2006,or,circular,12683.0,1409.2222222222222,9
2006,or,cylindrical,129.0,43.0,3
2006,or,disk,246.0,82.0,3
2006,or,fireball,813.0,203.25,4
2006,or,flash,512.0,128.0,4
2006,or,formation,585.0,146.25,4
2006,or,light,3756.0,250.4,15
2006,or,ovoid,7562.0,1260.3333333333333,6
2006,or,polygonal,977.0,195.4,5
2006,or,spherical,2720.0,680.0,4
2006,or,triangular,681.0,136.2,5
2006,or,unknown/other,2874.0,479.0,6
2006,pa,circular,9925.0,902.2727272727273,11
2006,pa,cylindrical,7950.0,1325.0,6
2006,pa,disk,1115.0,223.0,5
2006,pa,fireball,6.0,6.0,1
2006,pa,flash,5.0,5.0,1
2006,pa,formation,13422.0,1491.3333333333333,9
2006,pa,light,13777.0,510.25925925925924,27
2006,pa,oviod,1812.0,604.0,3
2006,pa,ovoid,5147.0,571.8888888888889,9
2006,pa,polygonal,1025.0,170.83333333333334,6
2006,pa,spherical,395.0,79.0,5
2006,pa,triangular,6912.0,576.0,12
2006,pa,unknown/other,14506.0,763.4736842105264,19
2006,ri,circular,244.0,122.0,2
2006,ri,light,1675.0,418.75,4
2006,ri,ovoid,60.0,60.0,1
2006,ri,spherical,15.0,15.0,1
2006,ri,triangular,910.0,455.0,2
2006,ri,unknown/other,60.0,60.0,1
2006,sc,circular,370.3,92.575,4
2006,sc,disk,1020.0,510.0,2
2006,sc,fireball,60.0,60.0,1
2006,sc,flash,5410.0,2705.0,2
2006,sc,light,13305.0,1209.5454545454545,11
2006,sc,ovoid,60.0,30.0,2
2006,sc,polygonal,20.0,10.0,2
2006,sc,spherical,180.0,180.0,1
2006,sc,triangular,30.0,30.0,1
2006,sc,unknown/other,2722.0,907.3333333333334,3
2006,sd,polygonal,5.0,5.0,1
2006,sd,triangular,70.0,35.0,2
2006,sd,unknown/other,180.0,180.0,1
2006,tn,changing,2.0,2.0,1
2006,tn,circular,525.0,131.25,4
2006,tn,cylindrical,2055.0,411.0,5
2006,tn,disk,23.0,11.5,2
2006,tn,fireball,153.0,25.5,6
2006,tn,flash,1.0,1.0,1
2006,tn,light,3776.0,222.11764705882354,17
2006,tn,ovoid,1740.0,580.0,3
2006,tn,polygonal,300.0,300.0,1
2006,tn,spherical,7327.0,2442.3333333333335,3
2006,tn,triangular,60.0,60.0,1
2006,tn,unknown/other,4580.0,654.2857142857143,7
2006,tx,changing,3117.0,519.5,6
2006,tx,circular,33662.5,1870.138888888889,18
2006,tx,cylindrical,9602.0,960.2,10
2006,tx,disk,3285.0,234.64285714285714,14
2006,tx,fireball,859.0,107.375,8
2006,tx,formation,8104.0,2026.0,4
2006,tx,light,59629.0,1863.40625,32
2006,tx,oviod,305.0,152.5,2
2006,tx,ovoid,6115.0,509.5833333333333,12
2006,tx,polygonal,5210.0,578.8888888888889,9
2006,tx,spherical,7880.0,788.0,10
2006,tx,triangular,28335.0,1011.9642857142857,28
2006,tx,unknown/other,38249.0,1006.5526315789474,38
2006,ut,circular,483.0,241.5,2
2006,ut,cylindrical,10.0,10.0,1
2006,ut,disk,3600.0,3600.0,1
2006,ut,fireball,72.0,24.0,3
2006,ut,light,240.0,240.0,1
2006,ut,oviod,1853.0,463.25,4
2006,ut,ovoid,600.0,600.0,1
2006,ut,polygonal,600.0,600.0,1
2006,ut,triangular,18.0,9.0,2
2006,ut,unknown/other,2520.0,1260.0,2
2006,va,changing,140.0,70.0,2
2006,va,circular,2160.0,540.0,4
2006,va,cylindrical,3.0,3.0,1
2006,va,disk,60.0,30.0,2
2006,va,fireball,422.0,105.5,4
2006,va,flash,15.0,15.0,1
2006,va,formation,330.0,165.0,2
2006,va,light,2950.0,295.0,10
2006,va,ovoid,120.0,120.0,1
2006,va,polygonal,6.0,6.0,1
2006,va,spherical,192.0,64.0,3
2006,va,triangular,3300.0,471.42857142857144,7
2006,va,unknown/other,2632.5,292.5,9
2006,vt,light,1805.0,902.5,2
2006,vt,polygonal,45.0,45.0,1
2006,vt,unknown/other,30.0,30.0,1
2006,wa,changing,10350.0,2070.0,5
2006,wa,circular,16242.0,1082.8,15
2006,wa,cylindrical,266765.0,44460.833333333336,6
2006,wa,disk,8880.0,1110.0,8
2006,wa,fireball,675.0,56.25,12
2006,wa,flash,241.0,120.5,2
2006,wa,formation,255.0,85.0,3
2006,wa,light,11296.5,376.55,30
2006,wa,oviod,252.0,126.0,2
2006,wa,ovoid,987.0,141.0,7
2006,wa,polygonal,2135.0,266.875,8
2006,wa,spherical,833.0,138.83333333333334,6
2006,wa,triangular,2787.0,214.3846153846154,13
2006,wa,unknown/other,14165.0,456.93548387096774,31
2006,wi,circular,60.0,60.0,1
2006,wi,cylindrical,540.0,270.0,2
2006,wi,disk,180.0,90.0,2
2006,wi,fireball,25.0,25.0,1
2006,wi,formation,20.0,20.0,1
2006,wi,light,6620.0,945.7142857142857,7
2006,wi,oviod,240.0,240.0,1
2006,wi,ovoid,750.0,375.0,2
2006,wi,polygonal,300.0,300.0,1
2006,wi,spherical,4140.0,828.0,5
2006,wi,triangular,818.0,204.5,4
2006,wi,unknown/other,797.0,132.83333333333334,6
2006,wv,changing,3600.0,3600.0,1
2006,wv,circular,7200.0,7200.0,1
2006,wv,cylindrical,65.0,32.5,2
2006,wv,fireball,60.0,30.0,2
2006,wv,formation,3.0,3.0,1
2006,wv,light,1860.0,465.0,4
2006,wv,triangular,480.0,240.0,2
2006,wv,unknown/other,300.0,300.0,1
2006,wy,formation,4.0,4.0,1
2006,wy,light,9000.0,2250.0,4
2006,wy,polygonal,5.0,5.0,1
2006,wy,triangular,30.0,30.0,1
2007,ak,circular,2.0,2.0,1
2007,ak,fireball,5.0,5.0,1
2007,ak,formation,10800.0,10800.0,1
2007,ak,triangular,5.0,5.0,1
2007,al,changing,2040.0,2040.0,1
2007,al,circular,5340.0,2670.0,2
2007,al,cylindrical,20.0,20.0,1
2007,al,disk,2340.0,585.0,4
2007,al,fireball,12.0,4.0,3
2007,al,light,36667.0,3055.5833333333335,12
2007,al,ovoid,2.0,2.0,1
2007,al,polygonal,50.0,25.0,2
2007,al,spherical,20.0,20.0,1
2007,al,triangular,2380.0,297.5,8
2007,al,unknown/other,9752.0,1393.142857142857,7
2007,ar,changing,15.0,15.0,1
2007,ar,circular,930.0,310.0,3
2007,ar,disk,300.0,150.0,2
2007,ar,light,13905.0,1264.090909090909,11
2007,ar,ovoid,120.0,120.0,1
2007,ar,polygonal,555.0,185.0,3
2007,ar,triangular,60.0,60.0,1
2007,ar,unknown/other,174900.0,58300.0,3
2007,az,changing,7835.0,1567.0,5
2007,az,circular,4770.0,477.0,10
2007,az,cylindrical,342.0,85.5,4
2007,az,disk,1225.0,245.0,5
2007,az,fireball,3010.0,602.0,5
2007,az,formation,20220.0,5055.0,4
2007,az,light,39950.0,1664.5833333333333,24
2007,az,oviod,4.0,4.0,1
2007,az,ovoid,6335.0,2111.6666666666665,3
2007,az,polygonal,3122.0,1040.6666666666667,3
2007,az,spherical,14985.0,1873.125,8
2007,az,triangular,8100.0,810.0,10
2007,az,unknown/other,25551.5,982.75,26
2007,ca,changing,7784.0,707.6363636363636,11
2007,ca,circular,79074.0,1162.8529411764705,68
2007,ca,cylindrical,29303.0,837.2285714285714,35
2007,ca,disk,13318.0,403.57575757575756,33
2007,ca,fireball,28097.0,878.03125,32
2007,ca,flash,10339.0,1292.375,8
2007,ca,formation,5869.0,279.4761904761905,21
2007,ca,light,60091.0,632.5368421052632,95
2007,ca,oviod,2161.0,720.3333333333334,3
2007,ca,ovoid,12881.0,477.0740740740741,27
2007,ca,polygonal,21691.0,903.7916666666666,24
2007,ca,spherical,355273.0,9868.694444444445,36
2007,ca,triangular,47741.0,954.82,50
2007,ca,unknown/other,60738.0,820.7837837837837,74
2007,co,changing,3300.0,1100.0,3
2007,co,circular,1980.0,282.85714285714283,7
2007,co,cylindrical,3075.0,615.0,5
2007,co,disk,3430.0,428.75,8
2007,co,fireball,34.0,17.0,2
2007,co,flash,70.0,23.333333333333332,3
2007,co,formation,45.0,22.5,2
2007,co,light,10677.0,667.3125,16
2007,co,ovoid,330.0,165.0,2
2007,co,polygonal,8143.0,1017.875,8
2007,co,spherical,1323.0,661.5,2
2007,co,triangular,91129.0,8284.454545454546,11
2007,co,unknown/other,3196.0,319.6,10
2007,ct,circular,12952.0,1850.2857142857142,7
2007,ct,cylindrical,800.0,266.6666666666667,3
2007,ct,disk,2403.0,1201.5,2
2007,ct,fireball,1552.0,258.6666666666667,6
2007,ct,formation,300.0,300.0,1
2007,ct,light,612164.0,47089.53846153846,13
2007,ct,oviod,120.0,60.0,2
2007,ct,ovoid,2161.0,432.2,5
2007,ct,polygonal,62.0,31.0,2
2007,ct,spherical,15.0,15.0,1
2007,ct,triangular,720.0,360.0,2
2007,ct,unknown/other,2834.0,566.8,5
2007,de,circular,900.0,900.0,1
2007,de,fireball,2.0,2.0,1
2007,de,light,3905.0,1301.6666666666667,3
2007,de,spherical,16.0,8.0,2
2007,de,triangular,420.0,210.0,2
2007,de,unknown/other,3600.0,3600.0,1
2007,fl,changing,5556.0,926.0,6
2007,fl,circular,23524.0,1306.888888888889,18
2007,fl,cylindrical,16425.0,1095.0,15
2007,fl,disk,5788.0,340.47058823529414,17
2007,fl,fireball,4532.0,453.2,10
2007,fl,flash,2520.0,1260.0,2
2007,fl,formation,127.0,31.75,4
2007,fl,light,79722.0,1398.6315789473683,57
2007,fl,oviod,23.0,11.5,2
2007,fl,ovoid,5930.0,312.10526315789474,19
2007,fl,polygonal,920.0,131.42857142857142,7
2007,fl,spherical,12386.3,884.7357142857143,14
2007,fl,triangular,22550.0,805.3571428571429,28
2007,fl,unknown/other,19886.5,710.2321428571429,28
2007,ga,changing,3780.0,1890.0,2
2007,ga,circular,15690.0,1426.3636363636363,11
2007,ga,cylindrical,5220.0,1044.0,5
2007,ga,disk,1150.0,383.3333333333333,3
2007,ga,fireball,2423.0,484.6,5
2007,ga,flash,25280.0,5056.0,5
2007,ga,formation,25.0,8.333333333333334,3
2007,ga,light,11611.0,580.55,20
2007,ga,oviod,120.0,120.0,1
2007,ga,ovoid,5407.0,1351.75,4
2007,ga,polygonal,230.0,76.66666666666667,3
2007,ga,spherical,2120.0,353.3333333333333,6
2007,ga,triangular,3092.0,309.2,10
2007,ga,unknown/other,100160.0,6677.333333333333,15
2007,hi,changing,172800.0,172800.0,1
2007,hi,fireball,3603.0,1801.5,2
2007,hi,flash,10.0,10.0,1
2007,hi,light,1940.0,323.3333333333333,6
2007,hi,spherical,15.0,15.0,1
2007,hi,unknown/other,120.0,120.0,1
2007,ia,changing,1230.0,615.0,2
2007,ia,circular,650.0,216.66666666666666,3
2007,ia,cylindrical,1800.0,1800.0,1
2007,ia,fireball,1269.0,1269.0,1
2007,ia,formation,370.0,185.0,2
2007,ia,light,10459.0,871.5833333333334,12
2007,ia,ovoid,2040.0,1020.0,2
2007,ia,polygonal,10860.0,3620.0,3
2007,ia,spherical,30.0,30.0,1
2007,ia,triangular,3000.0,428.57142857142856,7
2007,ia,unknown/other,5170.0,646.25,8
2007,id,circular,3600.0,3600.0,1
2007,id,cylindrical,120.0,120.0,1
2007,id,disk,183.0,91.5,2
2007,id,fireball,180.0,180.0,1
2007,id,light,6015.0,1203.0,5
2007,id,ovoid,47.0,23.5,2
2007,id,unknown/other,180.0,60.0,3
2007,il,changing,35.0,17.5,2
2007,il,circular,19323.0,1207.6875,16
2007,il,cylindrical,1040.0,260.0,4
2007,il,disk,34688.0,2040.4705882352941,17
2007,il,fireball,2700.0,900.0,3
2007,il,flash,180.0,180.0,1
2007,il,formation,8645.0,864.5,10
2007,il,light,16183.0,462.37142857142857,35
2007,il,oviod,660.0,330.0,2
2007,il,ovoid,2237.0,248.55555555555554,9
2007,il,polygonal,5450.0,605.5555555555555,9
2007,il,spherical,2385.0,216.8181818181818,11
2007,il,triangular,22285.0,1061.1904761904761,21
2007,il,unknown/other,16023.0,843.3157894736842,19
2007,in,changing,2400.0,2400.0,1
2007,in,circular,480.0,160.0,3
2007,in,cylindrical,103.0,25.75,4
2007,in,disk,2700.0,900.0,3
2007,in,fireball,6226.0,622.6,10
2007,in,formation,50.0,25.0,2
2007,in,light,24850.0,1242.5,20
2007,in,oviod,300.0,300.0,1
2007,in,ovoid,2340.0,585.0,4
2007,in,polygonal,312.0,104.0,3
2007,in,spherical,360.0,360.0,1
2007,in,triangular,2100.0,262.5,8
2007,in,unknown/other,2722.0,388.85714285714283,7
2007,ks,changing,45.0,45.0,1
2007,ks,circular,855.0,142.5,6
2007,ks,disk,1505.0,501.6666666666667,3
2007,ks,fireball,1260.0,630.0,2
2007,ks,formation,600.0,600.0,1
2007,ks,light,279723.0,31080.333333333332,9
2007,ks,ovoid,604.0,302.0,2
2007,ks,polygonal,180.0,180.0,1
2007,ks,spherical,255.0,127.5,2
2007,ks,triangular,628.0,78.5,8
2007,ks,unknown/other,3844.0,961.0,4
2007,ky,changing,180.0,180.0,1
2007,ky,circular,5412.0,1353.0,4
2007,ky,disk,11535.0,2883.75,4
2007,ky,fireball,4.0,4.0,1
2007,ky,light,2641757.0,176117.13333333333,15
2007,ky,oviod,1200.0,1200.0,1
2007,ky,ovoid,18540.0,6180.0,3
2007,ky,polygonal,720.0,360.0,2
2007,ky,spherical,720.0,240.0,3
2007,ky,triangular,1965.0,327.5,6
2007,ky,unknown/other,3660.0,732.0,5
2007,la,changing,60.0,60.0,1
2007,la,circular,180.0,180.0,1
2007,la,cylindrical,10805.0,5402.5,2
2007,la,fireball,1740.0,580.0,3
2007,la,formation,10.0,10.0,1
2007,la,light,122.0,61.0,2
2007,la,oviod,2.0,2.0,1
2007,la,ovoid,305.0,152.5,2
2007,la,polygonal,3900.0,1300.0,3
2007,la,triangular,380.0,126.66666666666667,3
2007,la,unknown/other,48.0,24.0,2
2007,ma,changing,123.0,61.5,2
2007,ma,circular,12435.0,2487.0,5
2007,ma,cylindrical,900.0,900.0,1
2007,ma,disk,5112.0,852.0,6
2007,ma,fireball,615.0,153.75,4
2007,ma,flash,1800.0,1800.0,1
2007,ma,light,3530.0,353.0,10
2007,ma,ovoid,1165.0,194.16666666666666,6
2007,ma,polygonal,7260.0,3630.0,2
2007,ma,spherical,900.0,900.0,1
2007,ma,triangular,1804.0,451.0,4
2007,ma,unknown/other,16330.0,1088.6666666666667,15
2007,md,circular,600.0,600.0,1
2007,md,cylindrical,630.0,157.5,4
2007,md,disk,784.0,130.66666666666666,6
2007,md,fireball,315.0,157.5,2
2007,md,flash,15.0,7.5,2
2007,md,light,6773.0,615.7272727272727,11
2007,md,ovoid,2403.0,1201.5,2
2007,md,polygonal,135.0,67.5,2
2007,md,spherical,1220.0,610.0,2
2007,md,triangular,1200.0,300.0,4
2007,md,unknown/other,380.0,126.66666666666667,3
2007,me,circular,198.0,66.0,3
2007,me,cylindrical,1020.0,510.0,2
2007,me,fireball,120.0,120.0,1
2007,me,formation,120.0,120.0,1
2007,me,light,8102.0,2025.5,4
2007,me,ovoid,2880.0,1440.0,2
2007,me,polygonal,300.0,300.0,1
2007,me,spherical,933.0,233.25,4
2007,me,triangular,630.0,315.0,2
2007,me,unknown/other,180.0,180.0,1
2007,mi,changing,9000.0,9000.0,1
2007,mi,circular,88049.0,7337.416666666667,12
2007,mi,cylindrical,3797.0,632.8333333333334,6
2007,mi,disk,1230.0,307.5,4
2007,mi,fireball,2198.0,244.22222222222223,9
2007,mi,flash,1200.0,600.0,2
2007,mi,formation,1705.0,243.57142857142858,7
2007,mi,light,31161.0,1154.111111111111,27
2007,mi,oviod,360.0,180.0,2
2007,mi,ovoid,120.0,120.0,1
2007,mi,polygonal,3750.0,1250.0,3
2007,mi,spherical,2520.0,504.0,5
2007,mi,triangular,3965.0,220.27777777777777,18
2007,mi,unknown/other,65515.0,3275.75,20
2007,mn,changing,2406.0,802.0,3
2007,mn,circular,180.0,180.0,1
2007,mn,cylindrical,60.0,30.0,2
2007,mn,disk,9360.0,2340.0,4
2007,mn,fireball,18.0,9.0,2
2007,mn,formation,300.0,300.0,1
2007,mn,light,3573.0,238.2,15
2007,mn,oviod,2520.0,2520.0,1
2007,mn,ovoid,1800.0,1800.0,1
2007,mn,polygonal,547.0,136.75,4
2007,mn,spherical,120.0,120.0,1
2007,mn,triangular,306.0,43.714285714285715,7
2007,mn,unknown/other,722.0,180.5,4
2007,mo,circular,480.0,240.0,2
2007,mo,cylindrical,7636.0,1272.6666666666667,6
2007,mo,disk,2770.0,461.6666666666667,6
2007,mo,fireball,21.0,7.0,3
2007,mo,flash,25202.0,8400.666666666666,3
2007,mo,formation,30.0,15.0,2
2007,mo,light,15542.0,777.1,20
2007,mo,ovoid,6666.0,1111.0,6
2007,mo,spherical,680.0,170.0,4
2007,mo,triangular,11174.0,485.82608695652175,23
2007,mo,unknown/other,13596.0,715.578947368421,19
2007,ms,circular,25.0,12.5,2
2007,ms,cylindrical,50.0,50.0,1
2007,ms,disk,7215.0,3607.5,2
2007,ms,fireball,302.0,151.0,2
2007,ms,flash,2.0,2.0,1
2007,ms,light,1860.0,930.0,2
2007,ms,polygonal,45.0,45.0,1
2007,ms,spherical,180.0,180.0,1
2007,ms,triangular,935.0,233.75,4
2007,ms,unknown/other,18302.0,4575.5,4
2007,mt,cylindrical,600.0,300.0,2
2007,mt,fireball,645.0,215.0,3
2007,mt,light,370.0,123.33333333333333,3
2007,mt,oviod,600.0,600.0,1
2007,mt,ovoid,3.0,3.0,1
2007,mt,spherical,915.0,457.5,2
2007,mt,triangular,960.0,960.0,1
2007,mt,unknown/other,1815.0,453.75,4
2007,nc,changing,4200.0,2100.0,2
2007,nc,circular,3422.0,311.09090909090907,11
2007,nc,cylindrical,4330.0,618.5714285714286,7
2007,nc,disk,800.0,200.0,4
2007,nc,fireball,12317.0,1759.5714285714287,7
2007,nc,light,10105.0,561.3888888888889,18
2007,nc,oviod,125.0,62.5,2
2007,nc,ovoid,1743.0,249.0,7
2007,nc,polygonal,8164.0,680.3333333333334,12
2007,nc,spherical,14475.0,4825.0,3
2007,nc,triangular,1247.0,138.55555555555554,9
2007,nc,unknown/other,27722.0,1732.625,16
2007,nd,changing,1800.0,1800.0,1
2007,nd,circular,120.0,120.0,1
2007,nd,light,250.0,125.0,2
2007,nd,spherical,900.0,900.0,1
2007,nd,triangular,20.0,20.0,1
2007,ne,changing,120.0,120.0,1
2007,ne,circular,672.0,168.0,4
2007,ne,cylindrical,30.0,30.0,1
2007,ne,disk,15.0,15.0,1
2007,ne,fireball,3.0,3.0,1
2007,ne,flash,60.0,60.0,1
2007,ne,formation,5.0,5.0,1
2007,ne,light,657.0,164.25,4
2007,ne,ovoid,120.0,120.0,1
2007,ne,polygonal,1980.0,990.0,2
2007,ne,spherical,600.0,600.0,1
2007,ne,triangular,467.0,116.75,4
2007,ne,unknown/other,1020.0,510.0,2
2007,nh,changing,1920.0,640.0,3
2007,nh,circular,310.0,155.0,2
2007,nh,cylindrical,60.0,60.0,1
2007,nh,disk,670.0,223.33333333333334,3
2007,nh,light,1205.0,200.83333333333334,6
2007,nh,ovoid,600.0,600.0,1
2007,nh,polygonal,570.0,190.0,3
2007,nh,triangular,300.0,300.0,1
2007,nh,unknown/other,4800.0,1600.0,3
2007,nj,changing,1200.0,600.0,2
2007,nj,circular,10680.0,2670.0,4
2007,nj,cylindrical,152.0,38.0,4
2007,nj,disk,7380.0,2460.0,3
2007,nj,fireball,10.0,10.0,1
2007,nj,light,2307.5,288.4375,8
2007,nj,oviod,123.0,61.5,2
2007,nj,ovoid,2890.0,578.0,5
2007,nj,polygonal,3720.0,1860.0,2
2007,nj,spherical,892.0,127.42857142857143,7
2007,nj,triangular,3687.0,526.7142857142857,7
2007,nj,unknown/other,4205.0,600.7142857142857,7
2007,nm,changing,26415.0,8805.0,3
2007,nm,circular,7800.0,1950.0,4
2007,nm,cylindrical,90.0,45.0,2
2007,nm,disk,2943.0,981.0,3
2007,nm,fireball,3600.0,3600.0,1
2007,nm,flash,300.0,300.0,1
2007,nm,formation,3120.0,3120.0,1
2007,nm,light,3060.0,612.0,5
2007,nm,ovoid,2102.0,700.6666666666666,3
2007,nm,polygonal,1440.0,480.0,3
2007,nm,spherical,8760.0,1752.0,5
2007,nm,triangular,1560.0,390.0,4
2007,nm,unknown/other,4530.0,906.0,5
2007,nv,changing,210.0,105.0,2
2007,nv,circular,29700.0,5940.0,5
2007,nv,cylindrical,1025.0,341.6666666666667,3
2007,nv,disk,480.0,160.0,3
2007,nv,fireball,4.0,4.0,1
2007,nv,formation,600.0,600.0,1
2007,nv,light,14961.0,1246.75,12
2007,nv,ovoid,720.0,240.0,3
2007,nv,polygonal,30.0,30.0,1
2007,nv,spherical,1209615.0,403205.0,3
2007,nv,triangular,980.0,245.0,4
2007,nv,unknown/other,1680.0,186.66666666666666,9
2007,ny,changing,1380.0,460.0,3
2007,ny,circular,101633.0,4418.826086956522,23
2007,ny,cylindrical,6540.0,1635.0,4
2007,ny,disk,1967.0,281.0,7
2007,ny,fireball,5536.0,790.8571428571429,7
2007,ny,flash,122.0,61.0,2
2007,ny,formation,2400.0,1200.0,2
2007,ny,light,46891.5,1465.359375,32
2007,ny,oviod,2965.0,494.1666666666667,6
2007,ny,ovoid,17095.0,1068.4375,16
2007,ny,polygonal,1269.0,158.625,8
2007,ny,spherical,610.0,152.5,4
