Year,state,shape,total duration,mean duration,number of sightings
2000,ar,cylindrical,29030.0,5806.0,5
2000,ar,disk,60.0,60.0,1
2000,ar,fireball,129.0,43.0,3
2000,ar,flash,2.0,2.0,1
2000,ar,light,860.0,143.33333333333334,6
2000,ar,ovoid,2100.0,2100.0,1
2000,ar,polygonal,122.0,61.0,2
2000,ar,spherical,81.0,27.0,3
2000,ar,triangular,2070.0,414.0,5
2000,ar,unknown/other,900.0,450.0,2
2000,az,changing,15900.0,5300.0,3
2000,az,circular,32143.0,1071.4333333333334,30
2000,az,cylindrical,2742.0,342.75,8
2000,az,disk,19699.0,3939.8,5
2000,az,fireball,2561.0,213.41666666666666,12
2000,az,flash,3007.0,601.4,5
2000,az,formation,1920.0,640.0,3
2000,az,light,61633.0,1311.340425531915,47
2000,az,oviod,905.0,452.5,2
2000,az,ovoid,16628.0,1847.5555555555557,9
2000,az,polygonal,1245.0,311.25,4
2000,az,spherical,1325.0,331.25,4
2000,az,triangular,22900.0,1761.5384615384614,13
2000,az,unknown/other,25499.0,944.4074074074074,27
2000,ca,changing,13577.0,1357.7,10
2000,ca,circular,28065.5,905.3387096774194,31
2000,ca,cylindrical,15897.0,794.85,20
2000,ca,disk,14536.0,581.44,25
2000,ca,fireball,6579.0,182.75,36
2000,ca,flash,37.0,18.5,2
2000,ca,formation,2259.0,150.6,15
2000,ca,light,71162.5,741.2760416666666,96
2000,ca,oviod,630.0,315.0,2
2000,ca,ovoid,31080.0,1480.0,21
2000,ca,polygonal,10765.0,538.25,20
2000,ca,spherical,26786.0,1116.0833333333333,24
2000,ca,triangular,14363.0,410.37142857142857,35
2000,ca,unknown/other,14647.0,375.56410256410254,39
2000,co,changing,1200.0,1200.0,1
2000,co,cylindrical,1200.0,400.0,3
2000,co,disk,120.0,120.0,1
2000,co,fireball,9.0,2.25,4
2000,co,flash,1800.0,1800.0,1
2000,co,light,7005.0,1000.7142857142857,7
2000,co,polygonal,51055.5,8509.25,6
2000,co,spherical,140.0,70.0,2
2000,co,triangular,2020.0,252.5,8
2000,co,unknown/other,5865.0,837.8571428571429,7
2000,ct,changing,180.0,180.0,1
2000,ct,circular,30.0,30.0,1
2000,ct,disk,600.0,600.0,1
2000,ct,fireball,600.0,600.0,1
2000,ct,light,2588.0,647.0,4
2000,ct,polygonal,630.0,315.0,2
2000,ct,spherical,900.0,900.0,1
2000,ct,triangular,550.0,137.5,4
2000,ct,unknown/other,360.0,120.0,3
2000,de,light,3.0,3.0,1
2000,de,triangular,720.0,240.0,3
2000,de,unknown/other,345.0,172.5,2
2000,fl,changing,5445.0,1815.0,3
2000,fl,circular,14045.0,1560.5555555555557,9
2000,fl,cylindrical,916.0,229.0,4
2000,fl,disk,11735.0,3911.6666666666665,3
2000,fl,fireball,6748.0,613.4545454545455,11
2000,fl,formation,1860.0,930.0,2
2000,fl,light,55803.0,2790.15,20
2000,fl,oviod,5.0,5.0,1
2000,fl,ovoid,1170.0,195.0,6
2000,fl,polygonal,7954.0,1136.2857142857142,7
2000,fl,spherical,911.0,227.75,4
2000,fl,triangular,4688.0,520.8888888888889,9
2000,fl,unknown/other,5180.0,287.77777777777777,18
2000,ga,changing,3600.0,3600.0,1
2000,ga,circular,903.0,451.5,2
2000,ga,cylindrical,180.0,180.0,1
2000,ga,disk,60.0,60.0,1
2000,ga,fireball,909.0,303.0,3
2000,ga,formation,1200.0,1200.0,1
2000,ga,light,1356.0,193.71428571428572,7
2000,ga,ovoid,1800.0,1800.0,1
2000,ga,polygonal,300.0,300.0,1
2000,ga,spherical,3.0,3.0,1
2000,ga,triangular,3120.0,624.0,5
2000,ga,unknown/other,6420.0,1605.0,4
2000,hi,disk,60.0,60.0,1
2000,hi,fireball,15.0,7.5,2
2000,hi,flash,2.0,2.0,1
2000,hi,formation,1800.0,1800.0,1
2000,hi,light,5.0,5.0,1
2000,hi,polygonal,120.0,120.0,1
2000,hi,triangular,7200.0,7200.0,1
2000,hi,unknown/other,360.0,180.0,2
2000,ia,changing,15.0,15.0,1
2000,ia,circular,3900.0,1950.0,2
2000,ia,disk,18740.0,4685.0,4
2000,ia,fireball,1205.0,602.5,2
2000,ia,flash,300.0,300.0,1
2000,ia,formation,780.0,780.0,1
2000,ia,light,11550.0,1443.75,8
2000,ia,ovoid,120.0,120.0,1
2000,ia,polygonal,180.0,180.0,1
2000,ia,triangular,120.0,60.0,2
2000,ia,unknown/other,675.0,225.0,3
2000,id,circular,540.0,270.0,2
2000,id,cylindrical,600.0,600.0,1
2000,id,fireball,3.0,3.0,1
2000,id,light,1440.0,288.0,5
2000,id,polygonal,180.0,180.0,1
2000,id,spherical,70.0,70.0,1
2000,id,triangular,60.0,60.0,1
2000,id,unknown/other,15.0,15.0,1
2000,il,changing,3603.0,1801.5,2
2000,il,circular,4319.0,539.875,8
2000,il,cylindrical,2400.0,2400.0,1
2000,il,disk,100.0,50.0,2
2000,il,fireball,3424.0,570.6666666666666,6
2000,il,flash,5.0,5.0,1
2000,il,formation,900.0,900.0,1
2000,il,light,6471.3,588.3000000000001,11
2000,il,ovoid,335.0,111.66666666666667,3
2000,il,polygonal,3540.0,885.0,4
2000,il,spherical,2436.0,348.0,7
2000,il,triangular,5865.0,366.5625,16
2000,il,unknown/other,5285.0,528.5,10
2000,in,cylindrical,207.0,51.75,4
2000,in,disk,300.0,300.0,1
2000,in,fireball,120.0,120.0,1
2000,in,flash,9903.0,4951.5,2
2000,in,formation,600.0,600.0,1
2000,in,light,2245.0,320.7142857142857,7
2000,in,ovoid,780.0,260.0,3
2000,in,polygonal,10.0,10.0,1
2000,in,spherical,840.0,420.0,2
2000,in,triangular,39120.0,9780.0,4
2000,in,unknown/other,791.0,113.0,7
2000,ks,circular,120.0,120.0,1
2000,ks,fireball,1650.0,550.0,3
2000,ks,flash,1800.0,1800.0,1
2000,ks,formation,45.0,45.0,1
2000,ks,light,2285.0,457.0,5
2000,ks,oviod,5400.0,5400.0,1
2000,ks,ovoid,20.0,20.0,1
2000,ks,spherical,1980.0,990.0,2
2000,ks,triangular,1225.0,408.3333333333333,3
2000,ks,unknown/other,810.0,270.0,3
2000,ky,circular,540.0,270.0,2
2000,ky,disk,2245.0,748.3333333333334,3
2000,ky,fireball,300.0,150.0,2
2000,ky,formation,120.0,120.0,1
2000,ky,light,10457.0,1493.857142857143,7
2000,ky,oviod,720.0,720.0,1
2000,ky,polygonal,30.0,30.0,1
2000,ky,triangular,600.0,600.0,1
2000,ky,unknown/other,1867.0,466.75,4
2000,la,changing,300.0,300.0,1
2000,la,fireball,18300.0,18300.0,1
2000,la,light,2782.0,556.4,5
2000,la,ovoid,123.0,61.5,2
2000,la,polygonal,1020.0,170.0,6
2000,la,spherical,7200.0,7200.0,1
2000,la,triangular,600.0,600.0,1
2000,la,unknown/other,5.0,5.0,1
2000,ma,changing,50430.0,25215.0,2
2000,ma,circular,1905.0,476.25,4
2000,ma,disk,1210.0,403.3333333333333,3
2000,ma,fireball,36.0,12.0,3
2000,ma,light,4694.0,782.3333333333334,6
2000,ma,ovoid,1515.0,757.5,2
2000,ma,polygonal,645.0,322.5,2
2000,ma,spherical,3730.0,1243.3333333333333,3
2000,ma,triangular,510.0,170.0,3
2000,ma,unknown/other,1860.0,265.7142857142857,7
2000,md,changing,2700.0,2700.0,1
2000,md,circular,690.0,172.5,4
2000,md,cylindrical,7.0,3.5,2
2000,md,disk,360.0,180.0,2
2000,md,formation,15.0,15.0,1
2000,md,light,172.0,43.0,4
2000,md,ovoid,30.0,30.0,1
2000,md,polygonal,20.0,20.0,1
2000,md,spherical,300.0,300.0,1
2000,md,triangular,720.0,180.0,4
2000,md,unknown/other,600.0,600.0,1
2000,me,circular,4200.0,2100.0,2
2000,me,cylindrical,180.0,180.0,1
2000,me,light,1630.0,271.6666666666667,6
2000,me,ovoid,300.0,300.0,1
2000,me,polygonal,1020.0,510.0,2
2000,me,spherical,35.0,17.5,2
2000,me,triangular,180.0,180.0,1
2000,me,unknown/other,11400.0,5700.0,2
2000,mi,changing,900.0,450.0,2
2000,mi,circular,2520.0,504.0,5
2000,mi,cylindrical,7.0,7.0,1
2000,mi,disk,5100.0,850.0,6
2000,mi,fireball,953.0,119.125,8
2000,mi,flash,1201.0,600.5,2
2000,mi,formation,3600.0,3600.0,1
2000,mi,light,3061.3,340.14444444444445,9
2000,mi,ovoid,485.0,80.83333333333333,6
2000,mi,polygonal,1810.0,905.0,2
2000,mi,spherical,1500.0,1500.0,1
2000,mi,triangular,1731.0,192.33333333333334,9
2000,mi,unknown/other,18362.0,4590.5,4
2000,mn,changing,280.0,140.0,2
2000,mn,circular,540.0,180.0,3
2000,mn,cylindrical,150.0,75.0,2
2000,mn,disk,5.0,5.0,1
2000,mn,fireball,5.0,5.0,1
2000,mn,flash,15.0,15.0,1
2000,mn,formation,300.0,300.0,1
2000,mn,light,74055.0,14811.0,5
2000,mn,oviod,5.0,5.0,1
2000,mn,polygonal,60.0,60.0,1
2000,mn,spherical,304.0,152.0,2
2000,mn,triangular,1935.0,241.875,8
2000,mn,unknown/other,1281.0,256.2,5
2000,mo,changing,45.0,45.0,1
2000,mo,circular,1121.0,280.25,4
2000,mo,cylindrical,1385.0,277.0,5
2000,mo,fireball,625.0,125.0,5
2000,mo,flash,1200.0,1200.0,1
2000,mo,light,4250.0,850.0,5
2000,mo,ovoid,281.0,56.2,5
2000,mo,polygonal,1215.0,405.0,3
2000,mo,spherical,3000.0,3000.0,1
2000,mo,triangular,7151.0,794.5555555555555,9
2000,mo,unknown/other,2504.0,250.4,10
2000,ms,cylindrical,30.0,30.0,1
2000,ms,disk,270.0,135.0,2
2000,ms,fireball,75.0,18.75,4
2000,ms,ovoid,120.0,120.0,1
2000,ms,triangular,260.0,130.0,2
2000,ms,unknown/other,180.0,180.0,1
2000,mt,cylindrical,10.0,10.0,1
2000,mt,disk,420.0,210.0,2
2000,mt,fireball,602.0,301.0,2
2000,mt,light,135.0,67.5,2
2000,mt,ovoid,120.0,120.0,1
2000,mt,unknown/other,7504.0,2501.3333333333335,3
2000,nc,changing,3000.0,3000.0,1
2000,nc,circular,5.0,5.0,1
2000,nc,cylindrical,30.0,30.0,1
2000,nc,disk,2220.0,1110.0,2
2000,nc,fireball,7.0,3.5,2
2000,nc,formation,3600.0,3600.0,1
2000,nc,light,12635.0,2527.0,5
2000,nc,ovoid,77.0,25.666666666666668,3
2000,nc,polygonal,10.0,10.0,1
2000,nc,triangular,930.0,465.0,2
2000,nc,unknown/other,12120.0,3030.0,4
2000,nd,disk,900.0,900.0,1
2000,nd,light,600.0,600.0,1
2000,nd,polygonal,300.0,300.0,1
2000,nd,spherical,900.0,900.0,1
2000,nd,triangular,180.0,180.0,1
2000,ne,fireball,20.0,20.0,1
2000,ne,formation,600.0,600.0,1
2000,ne,light,15.0,15.0,1
2000,ne,oviod,25.0,12.5,2
2000,ne,ovoid,360.0,360.0,1
2000,ne,triangular,750.0,250.0,3
2000,ne,unknown/other,2100.0,1050.0,2
2000,nh,changing,120.0,120.0,1
2000,nh,circular,37811.0,12603.666666666666,3
2000,nh,disk,120.0,120.0,1
2000,nh,fireball,10.0,5.0,2
2000,nh,light,5.0,5.0,1
2000,nh,ovoid,1500.0,750.0,2
2000,nh,polygonal,300.0,300.0,1
2000,nh,unknown/other,240.0,240.0,1
2000,nj,circular,38515.0,7703.0,5
2000,nj,disk,1380.0,276.0,5
2000,nj,fireball,191.0,63.666666666666664,3
2000,nj,light,983.0,245.75,4
2000,nj,oviod,120.0,120.0,1
2000,nj,polygonal,60.0,30.0,2
2000,nj,spherical,1667.0,277.8333333333333,6
2000,nj,triangular,1080.0,216.0,5
2000,nj,unknown/other,394.0,98.5,4
2000,nm,circular,80.0,40.0,2
2000,nm,cylindrical,10800.0,10800.0,1
2000,nm,disk,300.0,300.0,1
2000,nm,light,12065.0,1723.5714285714287,7
2000,nm,ovoid,60.0,60.0,1
2000,nm,polygonal,300.0,300.0,1
2000,nm,spherical,14400.0,7200.0,2
2000,nm,triangular,540.0,270.0,2
2000,nm,unknown/other,60.0,60.0,1
2000,nv,circular,300.0,300.0,1
2000,nv,fireball,21630.0,10815.0,2
2000,nv,flash,900.0,900.0,1
2000,nv,formation,420.0,140.0,3
2000,nv,light,3603.0,600.5,6
2000,nv,ovoid,1200.0,300.0,4
2000,nv,spherical,160.0,80.0,2
2000,nv,triangular,112.0,37.333333333333336,3
2000,nv,unknown/other,970.0,242.5,4
2000,ny,changing,2715.0,543.0,5
2000,ny,circular,6695.0,743.8888888888889,9
2000,ny,cylindrical,5700.0,2850.0,2
2000,ny,disk,1050.0,105.0,10
2000,ny,fireball,27.0,13.5,2
2000,ny,flash,3.0,3.0,1
2000,ny,formation,3195.0,532.5,6
2000,ny,light,37197.0,2324.8125,16
2000,ny,oviod,370.0,185.0,2
2000,ny,ovoid,18255.0,3651.0,5
2000,ny,polygonal,6420.0,1284.0,5
2000,ny,spherical,120.0,120.0,1
2000,ny,triangular,4125.0,412.5,10
2000,ny,unknown/other,3562.0,222.625,16
2000,oh,changing,360.0,180.0,2
2000,oh,circular,2736.0,456.0,6
2000,oh,cylindrical,434.0,72.33333333333333,6
2000,oh,disk,330.0,165.0,2
2000,oh,fireball,130.0,43.333333333333336,3
2000,oh,flash,2.0,2.0,1
2000,oh,formation,5.0,5.0,1
2000,oh,light,21385.0,1425.6666666666667,15
2000,oh,oviod,94.0,47.0,2
2000,oh,ovoid,6690.0,955.7142857142857,7
2000,oh,polygonal,2760.0,920.0,3
2000,oh,spherical,600.0,600.0,1
2000,oh,triangular,34460.0,3446.0,10
2000,oh,unknown/other,1771.0,177.1,10
2000,ok,circular,450.0,225.0,2
2000,ok,cylindrical,62.0,31.0,2
2000,ok,disk,4262.0,1065.5,4
2000,ok,fireball,1140.0,190.0,6
2000,ok,light,7830.0,2610.0,3
2000,ok,ovoid,8.0,8.0,1
2000,ok,spherical,1390.0,463.3333333333333,3
2000,ok,triangular,630.0,315.0,2
2000,ok,unknown/other,5705.0,1141.0,5
2000,or,changing,11130.0,3710.0,3
2000,or,circular,2364.08,236.408,10
2000,or,cylindrical,3845.0,480.625,8
2000,or,disk,825.0,117.85714285714286,7
2000,or,fireball,3043.5,434.7857142857143,7
2000,or,flash,15.0,15.0,1
2000,or,formation,420.0,210.0,2
2000,or,light,21401.5,1126.3947368421052,19
2000,or,ovoid,20.0,10.0,2
2000,or,polygonal,480.0,240.0,2
2000,or,spherical,2340.0,780.0,3
2000,or,triangular,740.0,148.0,5
2000,or,unknown/other,4941.0,329.4,15
2000,pa,changing,5.0,5.0,1
2000,pa,circular,2520.0,504.0,5
2000,pa,cylindrical,1941.0,485.25,4
2000,pa,disk,7020.0,1002.8571428571429,7
2000,pa,fireball,37.0,12.333333333333334,3
2000,pa,flash,5.0,5.0,1
2000,pa,light,5785.0,482.0833333333333,12
2000,pa,oviod,15.0,15.0,1
2000,pa,ovoid,960.0,192.0,5
2000,pa,polygonal,906.0,302.0,3
2000,pa,spherical,15.0,7.5,2
2000,pa,triangular,475.0,95.0,5
2000,pa,unknown/other,3000.0,300.0,10
2000,pr,cylindrical,8.0,8.0,1
2000,ri,disk,600.0,600.0,1
2000,ri,formation,900.0,900.0,1
2000,ri,light,1920.0,960.0,2
2000,ri,ovoid,5.0,5.0,1
2000,ri,polygonal,25.0,25.0,1
2000,ri,unknown/other,120.0,120.0,1
2000,sc,changing,300.0,300.0,1
2000,sc,circular,210.0,105.0,2
2000,sc,disk,60.0,60.0,1
2000,sc,light,8400.0,4200.0,2
2000,sc,oviod,300.0,300.0,1
2000,sc,triangular,1020.0,510.0,2
2000,sc,unknown/other,1440.0,360.0,4
2000,sd,fireball,5.0,5.0,1
2000,sd,light,240.0,120.0,2
2000,sd,polygonal,300.0,300.0,1
2000,sd,unknown/other,60.0,60.0,1
2000,tn,circular,618.0,206.0,3
2000,tn,cylindrical,1350.0,270.0,5
2000,tn,disk,630.0,210.0,3
2000,tn,fireball,4.0,4.0,1
2000,tn,flash,60.0,60.0,1
2000,tn,formation,2040.0,1020.0,2
2000,tn,light,345.0,115.0,3
2000,tn,ovoid,900.0,900.0,1
2000,tn,polygonal,300.0,300.0,1
2000,tn,spherical,2505.0,835.0,3
2000,tn,triangular,1005.0,143.57142857142858,7
2000,tn,unknown/other,7266.0,2422.0,3
2000,tx,changing,1510.0,503.3333333333333,3
2000,tx,circular,129906.0,25981.2,5
2000,tx,cylindrical,39331.5,5618.785714285715,7
2000,tx,disk,5732.0,636.8888888888889,9
2000,tx,fireball,4440.0,370.0,12
2000,tx,flash,11.0,5.5,2
2000,tx,formation,240.0,240.0,1
2000,tx,light,11132.0,530.0952380952381,21
2000,tx,oviod,70.0,35.0,2
2000,tx,ovoid,3920.0,784.0,5
2000,tx,polygonal,465.0,66.42857142857143,7
2000,tx,spherical,9626.0,1375.142857142857,7
2000,tx,triangular,2993.0,187.0625,16
2000,tx,unknown/other,9178.0,483.05263157894734,19
2000,ut,changing,600.0,600.0,1
2000,ut,circular,610.0,152.5,4
2000,ut,disk,722.0,240.66666666666666,3
2000,ut,fireball,15.0,7.5,2
2000,ut,formation,300.0,300.0,1
2000,ut,light,3821.0,545.8571428571429,7
2000,ut,ovoid,903.0,301.0,3
2000,ut,spherical,482.0,160.66666666666666,3
2000,ut,triangular,360.0,180.0,2
2000,ut,unknown/other,23.0,11.5,2
2000,va,changing,180.0,180.0,1
2000,va,circular,1515.0,505.0,3
2000,va,disk,600.0,600.0,1
2000,va,fireball,30.0,6.0,5
2000,va,light,600.0,300.0,2
2000,va,ovoid,5.0,5.0,1
2000,va,polygonal,662.0,220.66666666666666,3
2000,va,unknown/other,24.0,8.0,3
2000,vt,cylindrical,600.0,600.0,1
2000,vt,fireball,5.0,5.0,1
2000,vt,light,540.0,270.0,2
2000,vt,triangular,300.0,300.0,1
2000,vt,unknown/other,315.0,157.5,2
2000,wa,changing,2885.0,721.25,4
2000,wa,circular,1818.0,363.6,5
2000,wa,cylindrical,2865.0,318.3333333333333,9
2000,wa,disk,1046.0,104.6,10
2000,wa,fireball,4692.0,312.8,15
2000,wa,flash,400.0,133.33333333333334,3
2000,wa,formation,1720.0,286.6666666666667,6
2000,wa,light,21604.0,583.8918918918919,37
2000,wa,oviod,60.0,60.0,1
2000,wa,ovoid,1858.0,232.25,8
2000,wa,polygonal,1826.0,182.6,10
2000,wa,spherical,3037.0,379.625,8
2000,wa,triangular,8237.0,588.3571428571429,14
2000,wa,unknown/other,20910.4,565.145945945946,37
2000,wi,changing,22.0,22.0,1
2000,wi,circular,10827.0,2165.4,5
2000,wi,cylindrical,130.0,65.0,2
2000,wi,disk,640.0,128.0,5
2000,wi,fireball,540.0,270.0,2
2000,wi,flash,6.0,6.0,1
2000,wi,formation,175.0,87.5,2
2000,wi,light,23208.0,2320.8,10
2000,wi,ovoid,15.0,15.0,1
2000,wi,polygonal,900.0,900.0,1
2000,wi,unknown/other,8010.0,1335.0,6
2000,wv,changing,30.0,30.0,1
2000,wv,circular,20.0,20.0,1
2000,wv,disk,18.0,9.0,2
2000,wv,fireball,300.0,300.0,1
2000,wv,light,660.0,330.0,2
2000,wv,triangular,1050.0,350.0,3
2000,wy,disk,3.0,3.0,1
2000,wy,ovoid,165.0,82.5,2
2001,ak,circular,600.0,600.0,1
2001,ak,disk,10.0,10.0,1
2001,ak,fireball,1.0,1.0,1
2001,ak,light,10500.0,2625.0,4
2001,ak,ovoid,900.0,900.0,1
2001,ak,spherical,600.0,600.0,1
2001,ak,triangular,44040.0,14680.0,3
2001,ak,unknown/other,1810.0,905.0,2
2001,al,circular,20.0,20.0,1
2001,al,fireball,610.0,305.0,2
2001,al,flash,300.0,300.0,1
2001,al,light,915.0,305.0,3
2001,al,ovoid,900.0,900.0,1
2001,al,triangular,20.0,20.0,1
2001,al,unknown/other,20.0,20.0,1
2001,ar,circular,125.0,62.5,2
2001,ar,cylindrical,2820.0,940.0,3
2001,ar,disk,10980.0,5490.0,2
2001,ar,formation,300.0,300.0,1
2001,ar,light,300.0,150.0,2
2001,ar,ovoid,5400.0,5400.0,1
2001,ar,polygonal,3660.0,1830.0,2
2001,ar,spherical,1200.0,1200.0,1
2001,ar,triangular,1506.0,502.0,3
2001,ar,unknown/other,8843.0,1263.2857142857142,7
2001,az,changing,3780.0,945.0,4
2001,az,circular,2836.0,354.5,8
2001,az,cylindrical,1035.0,345.0,3
2001,az,disk,3901.5,557.3571428571429,7
2001,az,fireball,1825.0,456.25,4
2001,az,flash,120.0,120.0,1
2001,az,formation,2820.0,470.0,6
2001,az,light,32299.0,1468.1363636363637,22
2001,az,ovoid,7615.0,846.1111111111111,9
2001,az,polygonal,15015.0,2502.5,6
2001,az,spherical,20.0,10.0,2
2001,az,triangular,728.0,60.666666666666664,12
2001,az,unknown/other,24925.0,2769.4444444444443,9
2001,ca,changing,4430.0,492.22222222222223,9
2001,ca,circular,103172.0,3684.714285714286,28
2001,ca,cylindrical,12095.0,806.3333333333334,15
2001,ca,disk,303020.0,12625.833333333334,24
2001,ca,fireball,12385.0,516.0416666666666,24
2001,ca,flash,2.0,2.0,1
2001,ca,formation,2192.0,313.14285714285717,7
2001,ca,light,88854.0,1169.1315789473683,76
2001,ca,oviod,2940.0,980.0,3
2001,ca,ovoid,9953.0,663.5333333333333,15
2001,ca,polygonal,16883.0,844.15,20
2001,ca,spherical,14983.0,749.15,20
2001,ca,triangular,3077.0,109.89285714285714,28
2001,ca,unknown/other,33465.0,778.2558139534884,43
2001,co,changing,1340.0,446.6666666666667,3
2001,co,circular,555.0,111.0,5
2001,co,cylindrical,19058.0,2722.5714285714284,7
2001,co,disk,1742.0,435.5,4
2001,co,fireball,1018.0,92.54545454545455,11
2001,co,flash,90.0,90.0,1
2001,co,formation,475.0,118.75,4
2001,co,light,9050.0,754.1666666666666,12
2001,co,ovoid,1620.0,270.0,6
2001,co,polygonal,571.5,114.3,5
2001,co,spherical,15309.0,1530.9,10
2001,co,triangular,12880.0,920.0,14
2001,co,unknown/other,63.0,12.6,5
2001,ct,changing,9300.0,3100.0,3
2001,ct,circular,1245.0,622.5,2
2001,ct,cylindrical,1320.0,440.0,3
2001,ct,fireball,30.0,30.0,1
2001,ct,flash,5.0,5.0,1
2001,ct,formation,30.0,30.0,1
2001,ct,light,420.0,420.0,1
2001,ct,oviod,2250.0,562.5,4
2001,ct,ovoid,269.0,53.8,5
2001,ct,polygonal,10.0,10.0,1
2001,ct,spherical,210.0,105.0,2
2001,ct,triangular,20.0,20.0,1
2001,ct,unknown/other,4983.0,711.8571428571429,7
2001,de,circular,10.0,10.0,1
2001,de,formation,1200.0,1200.0,1
2001,de,light,2400.0,2400.0,1
2001,de,ovoid,10.0,10.0,1
2001,fl,changing,305.0,152.5,2
2001,fl,circular,9482.0,1053.5555555555557,9
2001,fl,cylindrical,6765.0,1353.0,5
2001,fl,disk,21951.0,2439.0,9
2001,fl,fireball,38702.0,4300.222222222223,9
2001,fl,formation,905.0,226.25,4
2001,fl,light,30307.0,1443.1904761904761,21
2001,fl,oviod,1230.0,615.0,2
2001,fl,ovoid,1746.0,249.42857142857142,7
2001,fl,polygonal,2355.0,235.5,10
2001,fl,spherical,2050.0,292.85714285714283,7
2001,fl,triangular,1250.0,96.15384615384616,13
2001,fl,unknown/other,21733.0,1034.904761904762,21
2001,ga,changing,960.0,480.0,2
2001,ga,circular,122.0,61.0,2
2001,ga,fireball,8.0,8.0,1
2001,ga,formation,10.0,10.0,1
2001,ga,light,3695.0,369.5,10
2001,ga,ovoid,3900.0,1950.0,2
2001,ga,polygonal,720.0,240.0,3
2001,ga,spherical,600.0,600.0,1
2001,ga,triangular,362172.0,72434.4,5
2001,ga,unknown/other,2148.0,429.6,5
2001,hi,circular,120.0,120.0,1
2001,hi,disk,14400.0,7200.0,2
2001,hi,light,50.0,25.0,2
2001,hi,spherical,25.0,12.5,2
2001,hi,triangular,300.0,300.0,1
2001,hi,unknown/other,315.0,157.5,2
2001,ia,circular,600.0,600.0,1
2001,ia,fireball,13.0,6.5,2
2001,ia,formation,420.0,420.0,1
2001,ia,light,1715.0,245.0,7
2001,ia,polygonal,605.0,201.66666666666666,3
2001,ia,spherical,31.5,15.75,2
2001,ia,triangular,3540.0,442.5,8
2001,ia,unknown/other,245.0,81.66666666666667,3
2001,id,changing,1020.0,340.0,3
2001,id,circular,479.0,479.0,1
2001,id,cylindrical,180.0,180.0,1
2001,id,disk,630.0,315.0,2
2001,id,fireball,5.0,5.0,1
2001,id,formation,60.0,60.0,1
2001,id,light,9216.0,1316.5714285714287,7
2001,id,ovoid,1080.0,1080.0,1
2001,id,polygonal,7830.0,3915.0,2
2001,id,unknown/other,7450.0,1862.5,4
2001,il,changing,300.0,300.0,1
2001,il,circular,11085.0,1231.6666666666667,9
2001,il,cylindrical,3420.0,855.0,4
2001,il,disk,4380.0,876.0,5
2001,il,fireball,3193.0,354.77777777777777,9
2001,il,flash,4.0,4.0,1
2001,il,formation,7400.0,1480.0,5
2001,il,light,28243.0,911.0645161290323,31
2001,il,ovoid,4151.0,415.1,10
2001,il,polygonal,7771.0,971.375,8
2001,il,spherical,4875.0,443.1818181818182,11
2001,il,triangular,2830.0,283.0,10
2001,il,unknown/other,1415.5,157.27777777777777,9
2001,in,circular,225.0,112.5,2
2001,in,disk,5400.0,2700.0,2
2001,in,fireball,1320.0,660.0,2
2001,in,light,79823.0,9977.875,8
2001,in,ovoid,8525.0,1705.0,5
2001,in,polygonal,934.0,311.3333333333333,3
2001,in,spherical,5.0,5.0,1
2001,in,triangular,3000.0,1000.0,3
2001,in,unknown/other,1999.0,333.1666666666667,6
2001,ks,circular,480.0,160.0,3
2001,ks,cylindrical,180.0,180.0,1
2001,ks,disk,420.0,210.0,2
2001,ks,fireball,16.0,5.333333333333333,3
2001,ks,flash,60.0,60.0,1
2001,ks,formation,1410.0,352.5,4
2001,ks,light,3225.0,537.5,6
2001,ks,ovoid,20.0,20.0,1
2001,ks,spherical,4.0,4.0,1
2001,ks,triangular,1260.0,630.0,2
2001,ks,unknown/other,634.0,126.8,5
2001,ky,changing,300.0,300.0,1
2001,ky,disk,180.0,180.0,1
2001,ky,fireball,1800.0,600.0,3
2001,ky,flash,1800.0,1800.0,1
2001,ky,light,1695.0,423.75,4
2001,ky,ovoid,1460.0,292.0,5
2001,ky,polygonal,2400.0,800.0,3
2001,ky,spherical,1800.0,1800.0,1
2001,ky,triangular,2400.0,400.0,6
2001,ky,unknown/other,27425.0,5485.0,5
2001,la,cylindrical,1890.0,630.0,3
2001,la,light,10802.0,5401.0,2
2001,la,ovoid,300.0,300.0,1
2001,la,spherical,300.0,300.0,1
2001,la,triangular,1650.0,412.5,4
2001,ma,changing,9900.0,4950.0,2
2001,ma,circular,7750.0,1550.0,5
2001,ma,cylindrical,87008.0,29002.666666666668,3
2001,ma,disk,4028.0,805.6,5
2001,ma,formation,1500.0,1500.0,1
2001,ma,light,12420.5,2070.0833333333335,6
2001,ma,oviod,90.0,90.0,1
2001,ma,ovoid,120.0,120.0,1
2001,ma,polygonal,60.0,60.0,1
2001,ma,spherical,1743.0,348.6,5
2001,ma,triangular,960.0,320.0,3
2001,ma,unknown/other,1440.0,360.0,4
2001,md,circular,122.0,61.0,2
2001,md,cylindrical,2190.0,438.0,5
2001,md,disk,120.0,120.0,1
2001,md,fireball,7.0,3.5,2
2001,md,flash,8.0,4.0,2
2001,md,formation,1200.0,1200.0,1
2001,md,light,6072.0,759.0,8
2001,md,polygonal,900.0,900.0,1
2001,md,spherical,1980.0,990.0,2
2001,md,triangular,40.0,20.0,2
2001,md,unknown/other,1050.0,350.0,3
2001,me,cylindrical,900.0,900.0,1
2001,me,fireball,2.0,2.0,1
2001,me,formation,120.0,120.0,1
